Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 11-01-2018,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
23-07-2016,13 - 14,"28,26","25,25","28,26","25,25","30,02","30,02","28,26","26,20","28,26","22,69","30,02","30,02","30,02","30,02","30,02","30,02","30,02","30,02","30,02","30,02","25,25","25,25","30,02","30,02"
23-07-2016,14 - 15,"28,26","24,52","28,26","24,52","29,87","29,87","28,26","26,20","28,26","22,61","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","28,26","24,52","29,87","29,87"
23-07-2016,15 - 16,"26,66","24,97","26,66","24,97","29,67","29,67","26,66","26,22","26,66","22,59","29,67","29,67","29,67","29,67","29,67","29,67","29,67","29,67","29,67","29,67","26,66","24,97","29,67","29,67"
23-07-2016,16 - 17,"27,74","25,37","27,74","25,37","29,78","29,78","27,74","26,23","27,74","22,58","29,78","29,78","29,78","29,78","29,78","29,78","29,78","29,78","29,78","29,78","27,74","27,72","29,78","29,78"
23-07-2016,17 - 18,"26,13","25,40","26,13","25,40","30,57","30,57","26,26","26,26","26,13","22,72","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57","30,57"
23-07-2016,18 - 19,"26,13","25,59","26,13","25,59","31,86","31,86","26,28","26,28","26,13","22,77","31,86","31,86","31,86","31,86","31,86","31,86","31,86","31,86","31,86","31,86","31,86","31,86","31,86","31,86"
23-07-2016,19 - 20,"26,13","25,53","26,13","25,53","32,81","32,81","26,29","26,29","26,13","22,76","32,81","32,81","32,81","32,81","32,81","32,81","32,81","32,81","32,81","32,81","32,81","32,81","32,81","32,81"
23-07-2016,20 - 21,"26,13","25,80","26,13","25,80","31,88","31,88","26,30","26,30","26,13","22,77","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88","31,88"
23-07-2016,21 - 22,"26,13","25,75","26,13","25,75","31,60","31,60","26,27","26,27","26,13","22,81","31,60","31,60","31,60","31,60","31,60","31,60","31,60","31,60","31,60","31,60","31,60","31,60","31,60","31,60"
23-07-2016,22 - 23,"27,73","25,74","27,73","25,74","31,37","31,37","27,73","26,25","27,73","22,80","31,37","31,37","31,37","31,37","31,37","31,37","31,37","31,37","31,37","31,37","31,37","31,37","31,37","31,37"
23-07-2016,23 - 00,"27,73","25,69","27,73","25,69","29,08","29,08","27,73","26,20","27,73","22,76","29,08","29,08","29,08","29,08","29,08","29,08","29,08","29,08","29,08","29,08","29,07","29,07","29,08","29,08"
24-07-2016,00 - 01,"26,62","26,09","26,62","26,09","30,11","30,11","26,62","26,29","26,62","23,70","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11"
24-07-2016,01 - 02,"26,62","25,92","26,62","25,92","28,11","28,11","26,62","26,27","26,62","23,55","28,11","28,11","28,11","28,11","28,11","28,11","28,11","28,11","28,11","28,11","28,11","28,11","28,11","28,11"
24-07-2016,02 - 03,"26,62","25,16","26,62","25,16","26,62","25,99","26,62","25,99","26,62","23,60","26,62","25,99","26,62","25,99","26,62","25,99","26,62","25,99","26,62","25,99","26,62","25,99","26,62","25,99"
24-07-2016,03 - 04,"26,62","24,76","26,62","24,76","26,62","25,43","26,62","25,43","26,62","23,56","26,62","25,43","26,62","25,43","26,62","25,43","26,62","25,43","26,62","25,43","26,62","24,93","26,62","25,43"
24-07-2016,04 - 05,"26,62","24,25","26,62","24,25","26,62","24,84","26,62","24,84","26,62","23,48","26,62","24,84","26,62","24,84","26,62","24,84","26,62","24,84","26,62","24,84","26,62","24,25","26,62","24,84"
24-07-2016,05 - 06,"26,62","23,93","26,62","23,93","26,62","24,57","26,62","24,57","26,62","23,45","26,62","24,57","26,62","24,57","26,62","24,57","26,62","24,57","26,62","24,57","26,62","23,98","26,62","24,57"
24-07-2016,06 - 07,"23,97","23,97","23,97","23,97","25,07","25,07","25,07","25,07","23,27","23,27","25,07","25,07","25,07","25,07","25,07","25,07","25,07","25,07","25,07","25,07","23,92","23,92","25,07","25,07"
24-07-2016,07 - 08,"24,79","24,79","24,79","24,79","26,65","26,65","26,09","26,09","23,46","23,46","26,65","26,65","26,65","26,65","26,65","26,65","26,65","26,65","26,65","26,65","24,79","24,79","26,65","26,65"
24-07-2016,08 - 09,"25,67","25,67","25,67","25,67","29,18","29,18","26,15","26,15","22,89","22,89","29,18","29,18","29,18","29,18","29,18","29,18","29,18","29,18","29,18","29,18","25,67","25,67","29,18","29,18"
24-07-2016,09 - 10,"25,59","25,59","25,59","25,59","30,46","30,46","26,17","26,17","22,73","22,73","30,46","30,46","30,46","30,46","30,46","30,46","30,46","30,46","30,46","30,46","25,95","25,95","30,46","30,46"
24-07-2016,10 - 11,"25,23","25,23","25,23","25,23","31,07","31,07","26,23","26,23","22,75","22,75","31,07","31,07","31,07","31,07","31,07","31,07","31,07","31,07","31,07","31,07","24,87","24,87","31,07","31,07"
24-07-2016,11 - 12,"25,13","25,13","25,13","25,13","31,18","31,18","26,26","26,26","22,79","22,79","31,18","31,18","31,18","31,18","31,18","31,18","31,18","31,18","31,18","31,18","25,13","25,13","31,18","31,18"
24-07-2016,12 - 13,"25,06","25,06","25,06","25,06","30,99","30,99","26,27","26,27","22,80","22,80","30,99","30,99","30,99","30,99","30,99","30,99","30,99","30,99","30,99","30,99","25,06","25,06","30,99","30,99"
24-07-2016,13 - 14,"24,30","24,30","24,30","24,30","30,63","30,63","26,29","26,29","22,79","22,79","30,63","30,63","30,63","30,63","30,63","30,63","30,63","30,63","30,63","30,63","24,30","24,30","30,63","30,63"
24-07-2016,14 - 15,"23,96","23,96","23,96","23,96","29,95","29,95","26,30","26,30","22,73","22,73","29,95","29,95","29,95","29,95","29,95","29,95","29,95","29,95","29,95","29,95","23,96","23,96","29,95","29,95"
24-07-2016,15 - 16,"23,81","23,81","23,81","23,81","29,36","29,36","26,30","26,30","22,80","22,80","29,36","29,36","29,36","29,36","29,36","29,36","29,36","29,36","29,36","29,36","23,61","23,61","29,36","29,36"
24-07-2016,16 - 17,"24,56","24,56","24,56","24,56","29,15","29,15","26,31","26,31","22,77","22,77","29,15","29,15","29,15","29,15","29,15","29,15","29,15","29,15","29,15","29,15","24,76","24,76","29,15","29,15"
24-07-2016,17 - 18,"25,82","25,82","25,82","25,82","29,79","29,79","26,31","26,31","22,75","22,75","29,79","29,79","29,79","29,79","29,79","29,79","29,79","29,79","29,79","29,79","26,42","26,42","29,79","29,79"
24-07-2016,18 - 19,"26,62","26,02","26,62","26,02","30,64","30,64","26,62","26,23","26,62","22,71","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","30,64","29,91","29,91","30,64","30,64"
24-07-2016,19 - 20,"26,62","26,05","26,62","26,05","31,82","31,82","26,62","26,26","26,62","22,72","31,82","31,82","31,82","31,82","31,82","31,82","31,82","31,82","31,82","31,82","31,82","31,82","31,82","31,82"
24-07-2016,20 - 21,"26,62","25,98","26,62","25,98","32,16","32,16","26,62","26,25","26,62","22,70","32,16","32,16","32,16","32,16","32,16","32,16","32,16","32,16","32,16","32,16","32,16","32,16","32,16","32,16"
24-07-2016,21 - 22,"26,62","25,94","26,62","25,94","32,42","32,42","26,62","26,23","26,62","22,75","32,42","32,42","32,42","32,42","32,42","32,42","32,42","32,42","32,42","32,42","32,42","32,42","32,42","32,42"
24-07-2016,22 - 23,"30,88","25,92","30,88","25,92","32,11","32,11","30,88","26,21","30,88","23,10","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11"
24-07-2016,23 - 00,"30,88","25,83","30,88","25,83","31,00","31,00","30,88","26,16","30,88","23,17","31,00","31,00","31,00","31,00","31,00","31,00","31,00","31,00","31,00","31,00","31,00","31,00","31,00","31,00"
25-07-2016,00 - 01,"29,28","25,61","29,28","25,61","29,28","29,08","29,28","26,15","29,28","23,25","29,28","29,08","29,28","29,08","29,28","29,08","29,28","29,08","29,28","29,08","29,28","29,08","29,28","29,08"
25-07-2016,01 - 02,"27,45","25,42","27,45","25,42","27,45","27,32","27,45","26,10","27,45","23,13","27,45","27,32","27,45","27,32","27,45","27,32","27,45","27,32","27,45","27,32","27,45","27,32","27,45","27,32"
25-07-2016,02 - 03,"26,62","25,16","26,62","25,16","26,62","26,32","26,62","26,07","26,62","23,09","26,62","26,32","26,62","26,32","26,62","26,32","26,62","26,32","26,62","26,32","26,62","26,32","26,62","26,32"
25-07-2016,03 - 04,"26,62","25,07","26,62","25,07","26,62","25,93","26,62","25,93","26,62","23,16","26,62","25,93","26,62","25,93","26,62","25,93","26,62","25,93","26,62","25,93","26,62","25,93","26,62","25,93"
25-07-2016,04 - 05,"26,62","24,97","26,62","24,97","26,62","25,92","26,62","25,92","26,62","23,10","26,62","25,92","26,62","25,92","26,62","25,92","26,62","25,92","26,62","25,92","26,62","25,92","26,62","25,92"
25-07-2016,05 - 06,"26,62","25,00","26,62","25,00","27,80","27,80","27,80","27,80","26,62","23,17","27,80","27,80","27,80","27,80","27,80","27,80","27,80","27,80","27,80","27,80","27,80","27,80","27,80","27,80"
25-07-2016,06 - 07,"25,46","25,46","25,46","25,46","31,87","31,87","28,37","28,37","23,00","23,00","31,87","31,87","31,87","31,87","31,87","31,87","31,87","31,87","31,87","31,87","31,87","31,87","31,87","31,87"
25-07-2016,07 - 08,"24,86","24,86","24,86","24,86","32,93","31,90","28,55","28,55","23,08","23,08","32,93","31,90","32,93","31,90","32,93","31,90","32,93","31,90","35,51","31,90","32,93","31,90","32,93","31,90"
25-07-2016,08 - 09,"25,35","25,35","25,35","25,35","34,22","31,08","28,53","28,53","22,61","22,61","34,22","31,08","34,22","31,08","34,22","31,08","34,22","31,08","38,09","31,08","34,22","31,08","34,22","31,08"
25-07-2016,09 - 10,"28,22","25,56","28,22","25,56","34,91","34,91","28,58","28,58","28,22","22,65","34,91","34,91","34,91","34,91","34,91","34,91","107,52","37,03","38,08","38,08","34,91","34,91","107,52","37,03"
25-07-2016,10 - 11,"28,22","25,68","28,22","25,68","34,81","34,81","28,57","28,57","28,22","22,60","34,81","34,81","34,81","34,81","34,81","34,81","107,52","35,60","40,86","40,86","34,81","34,81","107,52","35,60"
25-07-2016,11 - 12,"26,62","25,69","26,62","25,69","34,45","34,45","28,58","28,58","26,62","22,65","34,45","34,45","34,45","34,45","34,45","34,45","107,52","35,19","98,00","43,35","34,45","34,45","107,52","35,19"
25-07-2016,12 - 13,"25,80","25,80","25,80","25,80","33,28","33,28","28,55","28,55","25,56","22,64","33,28","33,28","33,28","33,28","33,28","33,28","33,28","33,28","60,00","43,35","33,28","33,28","33,28","33,28"
25-07-2016,13 - 14,"25,80","25,80","25,80","25,80","32,95","32,95","28,53","28,53","25,02","22,66","32,95","32,95","32,95","32,95","32,95","32,95","32,95","32,95","60,00","43,35","32,95","32,95","32,95","32,95"
25-07-2016,14 - 15,"28,22","25,76","28,22","25,76","32,35","32,35","28,57","28,57","28,22","22,68","32,35","32,35","32,35","32,35","32,35","32,35","32,35","32,35","55,00","37,01","32,35","32,35","32,35","32,35"
25-07-2016,15 - 16,"28,22","25,55","28,22","25,55","32,60","32,60","28,58","28,58","28,22","22,67","32,60","32,60","32,60","32,60","32,60","32,60","32,60","32,60","60,00","37,17","32,60","32,60","32,60","32,60"
25-07-2016,16 - 17,"25,56","25,46","25,56","25,46","32,52","32,52","28,54","28,54","25,56","22,65","32,52","32,52","32,52","32,52","32,52","32,52","32,52","32,52","45,00","36,98","32,52","32,52","32,52","32,52"
25-07-2016,17 - 18,"25,34","25,34","25,34","25,34","33,31","33,00","28,57","28,57","25,02","22,84","33,31","33,00","33,31","33,00","33,31","33,00","34,34","33,00","35,60","33,00","33,31","33,00","34,34","33,00"
25-07-2016,18 - 19,"25,35","25,35","25,35","25,35","33,53","31,07","28,51","28,51","22,62","22,62","33,53","31,07","33,53","31,07","33,53","31,07","35,12","31,07","35,90","31,07","33,53","31,07","35,12","31,07"
25-07-2016,19 - 20,"25,34","25,34","25,34","25,34","33,22","33,22","28,50","28,50","22,61","22,61","33,22","33,22","33,22","33,22","33,22","33,22","107,52","33,22","36,48","36,48","33,22","33,22","107,52","33,22"
25-07-2016,20 - 21,"25,19","25,19","25,19","25,19","33,18","33,18","28,47","28,47","22,59","22,59","33,18","33,18","33,18","33,18","33,18","33,18","107,52","33,18","33,18","33,18","33,18","33,18","107,52","33,18"
25-07-2016,21 - 22,"25,00","25,00","25,00","25,00","33,15","33,15","28,46","28,46","22,39","22,39","33,15","33,15","33,15","33,15","33,15","33,15","94,08","33,15","33,15","33,15","33,15","33,15","94,08","33,15"
25-07-2016,22 - 23,"24,96","24,96","24,96","24,96","32,55","32,55","28,35","28,35","22,42","22,42","32,55","32,55","32,55","32,55","32,55","32,55","32,55","32,55","32,55","32,55","32,55","32,55","32,55","32,55"
25-07-2016,23 - 00,"24,90","24,90","24,90","24,90","30,40","25,00","28,29","25,00","22,38","22,38","30,40","25,00","30,40","25,00","30,40","25,00","30,40","25,00","30,40","25,00","30,40","25,00","30,40","25,00"
26-07-2016,00 - 01,"24,43","22,83","24,43","22,83","27,98","22,83","26,49","22,83","22,13","22,13","27,98","22,83","27,98","22,83","27,98","22,83","27,98","22,83","27,98","22,83","27,98","22,83","27,98","22,83"
26-07-2016,01 - 02,"24,25","22,83","24,25","22,83","27,50","22,83","26,42","22,83","22,07","22,07","27,50","22,83","27,50","22,83","27,50","22,83","27,50","22,83","27,50","22,83","27,50","22,83","27,50","22,83"
26-07-2016,02 - 03,"24,14","22,83","24,14","22,83","26,38","22,83","26,38","22,83","22,04","22,04","26,38","22,83","26,38","22,83","26,38","22,83","26,38","22,83","26,38","22,83","26,38","22,83","26,38","22,83"
26-07-2016,03 - 04,"24,11","22,83","24,11","22,83","25,88","22,83","25,88","22,83","22,04","22,04","25,88","22,83","25,88","22,83","25,88","22,83","25,88","22,83","25,88","22,83","25,88","22,83","25,88","22,83"
26-07-2016,04 - 05,"24,04","22,83","24,04","22,83","25,91","22,83","25,91","22,83","22,03","22,03","25,91","22,83","25,91","22,83","25,91","22,83","25,91","22,83","25,91","22,83","25,91","22,83","25,91","22,83"
26-07-2016,05 - 06,"24,09","22,83","24,09","22,83","26,53","22,83","26,33","22,83","22,04","22,04","26,53","22,83","26,53","22,83","26,53","22,83","26,53","22,83","26,53","22,83","26,53","22,83","26,53","22,83"
26-07-2016,06 - 07,"24,35","22,83","24,35","22,83","30,97","22,83","27,64","22,83","22,40","22,40","30,97","22,83","30,97","22,83","30,97","22,83","30,97","22,83","32,61","22,83","30,97","22,83","30,97","22,83"
26-07-2016,07 - 08,"24,91","24,91","24,91","24,91","32,20","25,49","27,67","25,49","22,52","22,52","32,20","25,49","32,20","25,49","32,20","25,49","32,20","25,49","38,09","29,70","32,20","25,49","32,20","25,49"
26-07-2016,08 - 09,"25,39","25,39","25,39","25,39","32,60","25,50","27,70","25,50","22,50","22,50","32,60","25,50","32,60","25,50","32,60","25,50","32,60","25,50","40,52","30,00","32,39","25,50","32,60","25,50"
26-07-2016,09 - 10,"25,66","25,50","25,66","25,50","33,52","25,50","27,72","25,50","22,56","22,56","33,52","25,50","33,52","25,50","33,52","25,50","36,55","25,50","43,51","29,30","33,52","25,50","36,55","25,50"
26-07-2016,10 - 11,"25,82","25,50","25,82","25,50","33,80","25,50","27,74","25,50","22,60","22,60","33,80","25,50","33,80","25,50","33,80","25,50","35,58","25,50","43,57","29,30","33,80","25,50","35,58","25,50"
26-07-2016,11 - 12,"25,89","25,89","25,89","25,89","33,09","28,00","27,77","27,77","22,61","22,61","33,09","28,00","33,09","28,00","33,09","28,00","36,12","28,00","40,46","40,46","32,37","28,00","36,12","28,00"
26-07-2016,12 - 13,"25,66","25,66","25,66","25,66","32,34","28,80","27,72","27,72","22,59","22,59","32,34","28,80","32,34","28,80","32,34","28,80","32,34","28,80","41,56","30,53","32,34","28,80","32,34","28,80"
26-07-2016,13 - 14,"25,61","25,61","25,61","25,61","32,16","28,80","27,74","27,74","22,53","22,53","32,16","28,80","32,16","28,80","32,16","28,80","32,16","28,80","39,26","30,53","32,16","28,80","32,16","28,80"
26-07-2016,14 - 15,"25,54","25,54","25,54","25,54","31,80","28,00","27,75","27,75","22,51","22,51","31,80","28,00","31,80","28,00","31,80","28,00","31,80","28,00","40,48","30,53","31,61","28,00","31,80","28,00"
26-07-2016,15 - 16,"25,30","25,30","25,30","25,30","32,13","25,49","27,69","25,49","22,49","22,49","32,13","25,49","32,13","25,49","32,13","25,49","32,13","25,49","60,00","30,53","29,97","25,49","32,13","25,49"
26-07-2016,16 - 17,"25,18","23,89","25,18","23,89","31,86","23,89","27,65","23,89","22,48","22,48","31,86","23,89","31,86","23,89","31,86","23,89","31,86","23,89","60,00","36,41","31,86","23,89","31,86","23,89"
26-07-2016,17 - 18,"24,95","23,36","24,95","23,36","33,01","23,36","27,64","23,36","22,47","22,47","33,01","23,36","33,01","23,36","33,01","23,36","33,01","23,36","36,31","31,58","33,01","23,36","33,01","23,36"
26-07-2016,18 - 19,"25,04","23,90","25,04","23,90","33,61","23,90","27,63","23,90","22,45","22,45","33,61","23,90","33,61","23,90","33,61","23,90","33,61","23,90","36,02","29,48","33,61","23,90","33,61","23,90"
26-07-2016,19 - 20,"24,94","24,74","24,94","24,74","33,56","24,74","27,64","24,74","22,44","22,44","33,56","24,74","33,56","24,74","33,56","24,74","33,56","24,74","38,08","29,48","33,56","24,74","33,56","24,74"
26-07-2016,20 - 21,"24,86","24,74","24,86","24,74","33,53","24,74","27,64","24,74","22,55","22,55","33,53","24,74","33,53","24,74","33,53","24,74","33,53","24,74","34,20","29,48","33,53","24,74","33,53","24,74"
26-07-2016,21 - 22,"24,49","24,49","24,49","24,49","34,21","25,49","27,63","25,49","22,31","22,31","34,21","25,49","34,21","25,49","34,21","25,49","34,21","25,49","98,00","34,18","34,21","25,49","34,21","25,49"
26-07-2016,22 - 23,"24,45","24,45","24,45","24,45","32,93","25,49","26,31","25,49","22,30","22,30","32,93","25,49","32,93","25,49","32,93","25,49","32,93","25,49","70,00","32,90","32,93","25,49","32,93","25,49"
26-07-2016,23 - 00,"24,40","24,40","24,40","24,40","30,20","25,49","26,24","25,49","22,25","22,25","30,20","25,49","30,20","25,49","30,20","25,49","30,20","25,49","30,20","25,49","30,20","25,49","30,20","25,49"
27-07-2016,00 - 01,"26,99","25,17","26,99","25,17","28,12","25,40","26,99","25,40","26,99","22,23","28,12","25,40","28,12","25,40","28,12","25,40","28,12","25,40","28,12","25,40","28,12","25,40","28,12","25,40"
27-07-2016,01 - 02,"26,99","24,69","26,99","24,69","26,99","26,95","26,99","25,98","26,99","22,17","26,99","26,95","26,99","26,95","26,99","26,95","26,99","26,95","26,99","26,95","26,99","26,95","26,99","26,95"
27-07-2016,02 - 03,"25,93","24,42","25,93","24,42","26,04","26,04","25,94","25,94","25,93","22,14","26,04","26,04","26,04","26,04","26,04","26,04","26,04","26,04","26,04","26,04","26,04","26,04","26,04","26,04"
27-07-2016,03 - 04,"25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90","25,93","20,90"
27-07-2016,04 - 05,"24,28","20,11","24,28","20,11","26,00","20,11","25,86","20,11","22,11","20,11","26,00","20,11","26,00","20,11","26,00","20,11","26,00","20,11","26,00","20,11","26,00","20,11","26,00","20,11"
27-07-2016,05 - 06,"24,25","20,11","24,25","20,11","26,63","20,11","25,86","20,11","22,10","20,11","26,63","20,11","26,63","20,11","26,63","20,11","26,63","20,11","26,63","20,11","26,63","20,11","26,63","20,11"
27-07-2016,06 - 07,"24,27","22,00","24,27","22,00","31,53","22,00","27,39","22,00","22,25","22,00","31,53","22,00","31,53","22,00","31,53","22,00","31,53","22,00","31,54","22,00","31,53","22,00","31,53","22,00"
27-07-2016,07 - 08,"24,43","24,43","24,43","24,43","32,40","25,00","27,44","25,00","22,01","22,01","32,40","25,00","32,40","25,00","32,40","25,00","32,40","25,00","38,08","27,86","32,40","25,00","32,40","25,00"
27-07-2016,08 - 09,"25,27","24,00","25,27","24,00","32,62","24,00","27,49","24,00","22,00","22,00","32,62","24,00","32,62","24,00","32,62","24,00","38,17","24,00","41,84","41,84","32,62","24,00","38,17","24,00"
27-07-2016,09 - 10,"25,54","24,00","25,54","24,00","32,60","24,00","27,51","24,00","22,02","22,02","32,60","24,00","32,60","24,00","32,60","24,00","39,69","24,00","43,58","27,86","32,60","24,00","39,69","24,00"
27-07-2016,10 - 11,"25,57","24,00","25,57","24,00","32,64","24,00","27,52","24,00","22,00","22,00","32,64","24,00","32,64","24,00","32,64","24,00","39,94","24,00","43,57","25,00","32,64","24,00","39,94","24,00"
27-07-2016,11 - 12,"25,44","25,00","25,44","25,00","32,64","25,00","27,52","25,00","22,01","22,01","32,64","25,00","32,64","25,00","32,64","25,00","40,26","25,00","46,24","25,00","32,60","25,00","40,26","25,00"
27-07-2016,12 - 13,"25,51","25,00","25,51","25,00","32,71","25,00","27,52","25,00","22,01","22,01","32,71","25,00","32,71","25,00","32,71","25,00","36,20","25,00","46,23","30,00","31,92","25,00","36,20","25,00"
27-07-2016,13 - 14,"25,50","25,00","25,50","25,00","32,83","25,00","27,52","25,00","21,99","21,99","32,83","25,00","32,83","25,00","32,83","25,00","35,65","25,00","45,67","30,00","31,89","25,00","35,65","25,00"
27-07-2016,14 - 15,"25,33","25,00","25,33","25,00","32,72","25,00","27,51","25,00","21,98","21,98","32,72","25,00","32,72","25,00","32,72","25,00","32,72","25,00","41,60","30,19","30,22","25,00","32,72","25,00"
27-07-2016,15 - 16,"25,26","25,00","25,26","25,00","32,60","25,00","27,51","25,00","21,97","21,97","32,60","25,00","32,60","25,00","32,60","25,00","32,60","25,00","43,56","30,13","30,16","25,00","32,60","25,00"
27-07-2016,16 - 17,"25,13","25,00","25,13","25,00","32,23","25,00","27,51","25,00","21,98","21,98","32,23","25,00","32,23","25,00","32,23","25,00","32,23","25,00","38,09","30,11","30,14","25,00","32,23","25,00"
27-07-2016,17 - 18,"24,94","24,94","24,94","24,94","32,35","25,40","27,50","25,40","21,96","21,96","32,35","25,40","32,35","25,40","32,35","25,40","32,35","25,40","37,41","26,28","30,21","25,40","32,35","25,40"
27-07-2016,18 - 19,"25,01","25,01","25,01","25,01","32,73","28,20","27,50","27,50","21,95","21,95","32,73","28,20","32,73","28,20","32,73","28,20","35,10","28,20","35,97","28,20","30,20","28,20","35,10","28,20"
27-07-2016,19 - 20,"24,91","24,91","24,91","24,91","32,71","28,00","27,52","27,52","21,94","21,94","32,71","28,00","32,71","28,00","32,71","28,00","35,73","28,00","40,28","30,13","30,16","28,00","35,73","28,00"
27-07-2016,20 - 21,"24,79","24,30","24,79","24,30","32,49","24,30","27,51","24,30","22,02","22,02","32,49","24,30","32,49","24,30","32,49","24,30","32,49","24,30","45,00","33,96","30,12","24,30","32,49","24,30"
27-07-2016,21 - 22,"24,73","24,30","24,73","24,30","32,95","24,30","27,51","24,30","22,01","22,01","32,95","24,30","32,95","24,30","32,95","24,30","32,95","24,30","35,40","30,49","26,17","24,30","32,95","24,30"
27-07-2016,22 - 23,"24,91","24,30","24,91","24,30","32,41","24,30","26,11","24,30","21,78","21,78","32,41","24,30","32,41","24,30","32,41","24,30","32,41","24,30","32,41","29,96","26,19","24,30","32,41","24,30"
27-07-2016,23 - 00,"24,76","24,76","24,76","24,76","29,94","29,94","26,07","26,07","22,17","22,17","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","29,94","26,27","26,27","29,94","29,94"
28-07-2016,00 - 01,"24,02","24,02","24,02","24,02","26,25","26,25","26,01","26,01","22,01","22,01","26,25","26,25","26,25","26,25","26,25","26,25","26,25","26,25","26,25","26,25","24,02","24,02","26,25","26,25"
28-07-2016,01 - 02,"26,49","23,96","26,49","23,96","26,49","25,75","26,49","25,75","26,49","21,85","26,49","25,75","26,49","25,75","26,49","25,75","26,49","25,75","26,49","25,75","26,49","23,96","26,49","25,75"
28-07-2016,02 - 03,"26,49","23,94","26,49","23,94","26,49","25,18","26,49","25,18","26,49","21,78","26,49","25,18","26,49","25,18","26,49","25,18","26,49","25,18","26,49","25,18","26,49","25,12","26,49","25,18"
28-07-2016,03 - 04,"26,49","23,89","26,49","23,89","26,49","24,80","26,49","24,80","26,49","21,77","26,49","24,80","26,49","24,80","26,49","24,80","26,49","24,80","26,49","24,80","26,49","24,80","26,49","24,80"
28-07-2016,04 - 05,"26,49","23,61","26,49","23,61","26,49","24,65","26,49","24,65","26,49","21,73","26,49","24,65","26,49","24,65","26,49","24,65","26,49","24,65","26,49","24,65","26,49","24,65","26,49","24,65"
28-07-2016,05 - 06,"26,49","23,83","26,49","23,83","26,49","25,76","26,49","25,76","26,49","21,62","26,49","25,76","26,49","25,76","26,49","25,76","26,49","25,76","26,49","25,76","26,49","25,76","26,49","25,76"
28-07-2016,06 - 07,"24,03","24,03","24,03","24,03","29,20","29,20","27,30","27,30","22,34","22,34","29,20","29,20","29,20","29,20","29,20","29,20","29,20","29,20","33,41","33,41","29,20","29,20","29,20","29,20"
28-07-2016,07 - 08,"24,40","24,40","24,40","24,40","31,19","28,00","27,49","27,49","22,48","22,48","31,19","28,00","31,19","28,00","31,19","28,00","31,19","28,00","40,27","40,27","31,19","28,00","31,19","28,00"
28-07-2016,08 - 09,"24,29","24,29","24,29","24,29","31,52","28,32","27,47","27,47","22,50","22,50","31,52","28,32","31,52","28,32","31,52","28,32","31,52","28,32","41,90","41,90","31,52","28,32","31,52","28,32"
28-07-2016,09 - 10,"24,53","24,53","24,53","24,53","35,50","31,77","35,50","27,53","22,83","22,83","35,50","31,77","35,50","31,77","35,50","31,77","35,50","31,77","41,52","41,52","35,50","31,77","35,50","31,77"
28-07-2016,10 - 11,"25,00","25,00","25,00","25,00","35,00","31,86","35,00","27,58","23,01","23,01","35,00","31,86","35,00","31,86","35,00","31,86","35,00","31,86","43,61","43,61","35,00","31,86","35,00","31,86"
28-07-2016,11 - 12,"24,91","24,91","24,91","24,91","31,72","31,72","27,58","27,58","23,03","23,03","31,72","31,72","31,72","31,72","31,72","31,72","31,72","31,72","41,76","41,76","31,72","31,72","31,72","31,72"
28-07-2016,12 - 13,"25,01","25,01","25,01","25,01","31,56","31,56","27,57","27,57","22,83","22,83","31,56","31,56","31,56","31,56","31,56","31,56","31,56","31,56","43,63","43,63","31,56","31,56","31,56","31,56"
28-07-2016,13 - 14,"25,01","25,01","25,01","25,01","31,10","31,10","27,57","27,57","22,77","22,77","31,10","31,10","31,10","31,10","31,10","31,10","31,10","31,10","41,66","41,66","31,10","31,10","31,10","31,10"
28-07-2016,14 - 15,"24,85","24,85","24,85","24,85","30,97","30,97","27,56","27,56","22,83","22,83","30,97","30,97","30,97","30,97","30,97","30,97","30,97","30,97","39,92","39,92","30,97","30,97","30,97","30,97"
28-07-2016,15 - 16,"24,49","24,49","24,49","24,49","30,81","30,81","27,53","27,53","22,77","22,77","30,81","30,81","30,81","30,81","30,81","30,81","30,81","30,81","41,86","41,86","30,81","30,81","30,81","30,81"
28-07-2016,16 - 17,"24,41","24,41","24,41","24,41","30,68","26,00","27,52","26,00","22,72","22,72","30,68","26,00","30,68","26,00","30,68","26,00","30,68","26,00","36,84","26,00","30,68","26,00","30,68","26,00"
