Consumption prognosis in MWh,,,,,,,,,
Data was last updated 10-02-2020,,,,,,,,,
,Hours,NO,SE,FI,DK1,DK2,EE,LV,LT
26-01-2020,13 - 14,18101,17667,10092,2388,1700,1103,908,1509
26-01-2020,14 - 15,18181,17649,10172,2350,1689,1107,907,1501
26-01-2020,15 - 16,18441,17895,10448,2358,1699,1166,941,1527
26-01-2020,16 - 17,18825,18521,10794,2486,1761,1184,978,1627
26-01-2020,17 - 18,18880,19056,10909,2761,1904,1167,969,1642
26-01-2020,18 - 19,18683,18977,10913,2710,1924,1150,954,1612
26-01-2020,19 - 20,18471,18613,10665,2562,1820,1113,929,1561
26-01-2020,20 - 21,18325,18060,10219,2417,1693,1059,882,1478
26-01-2020,21 - 22,18089,17332,10521,2257,1561,996,817,1361
26-01-2020,22 - 23,17616,16536,10398,2129,1442,933,746,1250
26-01-2020,23 - 00,16979,15847,10018,2021,1345,893,682,1180
27-01-2020,00 - 01,16356,15065,9792,1976,1285,921,663,1143
27-01-2020,01 - 02,16001,14841,9641,1985,1241,904,647,1125
27-01-2020,02 - 03,15835,14822,9639,1964,1205,904,641,1122
27-01-2020,03 - 04,15795,14902,9764,1965,1225,910,650,1142
27-01-2020,04 - 05,15932,15236,10186,2002,1264,939,697,1220
27-01-2020,05 - 06,16367,16153,11120,2185,1337,1073,818,1461
27-01-2020,06 - 07,17660,18184,11634,2621,1568,1217,954,1675
27-01-2020,07 - 08,19058,19947,11817,3041,1811,1320,1064,1819
27-01-2020,08 - 09,19632,20249,11717,3236,1925,1326,1082,1866
27-01-2020,09 - 10,19663,20189,11657,3181,1963,1316,1098,1857
27-01-2020,10 - 11,19582,20254,11639,3254,1982,1305,1077,1852
27-01-2020,11 - 12,19486,20127,11624,3192,1981,1282,1040,1818
27-01-2020,12 - 13,19323,19953,11562,3051,1973,1298,1060,1824
27-01-2020,13 - 14,19250,19815,11532,3033,1966,1273,1069,1827
27-01-2020,14 - 15,19405,19764,11512,2995,1924,1276,1063,1808
27-01-2020,15 - 16,19678,19985,11563,2902,1912,1282,1094,1792
27-01-2020,16 - 17,20000,20308,11717,2898,1982,1288,1099,1829
27-01-2020,17 - 18,19961,20698,11648,3150,2146,1263,1080,1816
27-01-2020,18 - 19,19639,20242,11626,3044,2068,1225,1043,1766
27-01-2020,19 - 20,19385,19691,11426,2852,1910,1208,1004,1700
27-01-2020,20 - 21,19091,19027,10934,2653,1765,1158,941,1593
27-01-2020,21 - 22,18667,18169,11021,2561,1645,1092,862,1438
27-01-2020,22 - 23,18075,17122,10775,2355,1509,1014,784,1294
27-01-2020,23 - 00,17281,16172,10204,2144,1376,974,713,1219
28-01-2020,00 - 01,16665,15560,9537,2023,1267,862,680,1179
28-01-2020,01 - 02,16286,15286,9360,1938,1208,858,666,1161
28-01-2020,02 - 03,16099,15223,9324,1935,1198,847,653,1152
28-01-2020,03 - 04,16052,15271,9402,1973,1207,851,653,1167
28-01-2020,04 - 05,16190,15560,9813,2016,1235,894,697,1244
28-01-2020,05 - 06,16626,16415,10738,2180,1328,1026,838,1473
28-01-2020,06 - 07,17864,18387,11211,2614,1590,1168,983,1674
28-01-2020,07 - 08,19260,20106,11329,3068,1840,1267,1089,1808
28-01-2020,08 - 09,19713,20342,11189,3166,1932,1298,1105,1859
28-01-2020,09 - 10,19693,20267,11089,3157,1975,1296,1107,1857
28-01-2020,10 - 11,19670,20316,11055,3204,1980,1289,1108,1854
28-01-2020,11 - 12,19507,20230,11064,3202,1958,1274,1072,1818
28-01-2020,12 - 13,19487,20123,11002,3125,1945,1293,1099,1830
28-01-2020,13 - 14,19499,20011,10969,3149,1941,1275,1094,1812
28-01-2020,14 - 15,19675,19981,10962,3109,1917,1275,1096,1792
28-01-2020,15 - 16,19975,20200,11049,3039,1892,1288,1119,1769
28-01-2020,16 - 17,20282,20524,11240,3086,1947,1293,1117,1792
28-01-2020,17 - 18,20208,20938,11219,3319,2114,1266,1096,1786
28-01-2020,18 - 19,19812,20514,11224,3178,2069,1229,1050,1730
28-01-2020,19 - 20,19470,19977,10985,3016,1930,1201,1010,1669
28-01-2020,20 - 21,19159,19287,10401,2825,1791,1142,951,1565
28-01-2020,21 - 22,18757,18426,10440,2647,1676,1051,865,1415
28-01-2020,22 - 23,18166,17370,10173,2475,1574,974,779,1290
28-01-2020,23 - 00,17461,16432,9644,2322,1452,918,713,1217
29-01-2020,00 - 01,17260,15777,9105,2197,1337,888,675,1200
29-01-2020,01 - 02,16873,15441,8972,2108,1272,880,664,1168
29-01-2020,02 - 03,16693,15351,8965,2121,1245,863,659,1157
29-01-2020,03 - 04,16632,15405,9052,2118,1258,875,669,1174
29-01-2020,04 - 05,16655,15706,9402,2184,1307,913,707,1252
29-01-2020,05 - 06,17085,16635,10165,2325,1424,1049,839,1486
29-01-2020,06 - 07,18294,18752,10560,2641,1640,1180,966,1697
29-01-2020,07 - 08,19622,20606,10673,3100,1875,1282,1084,1820
29-01-2020,08 - 09,20053,20864,10576,3240,1976,1305,1110,1871
29-01-2020,09 - 10,19948,20794,10515,3177,1978,1308,1100,1860
29-01-2020,10 - 11,19878,20849,10506,3197,1966,1298,1117,1846
29-01-2020,11 - 12,19724,20735,10528,3146,1926,1285,1074,1817
29-01-2020,12 - 13,19622,20575,10490,3152,1902,1304,1092,1829
29-01-2020,13 - 14,19619,20420,10490,3149,1903,1290,1089,1809
29-01-2020,14 - 15,19909,20324,10504,3063,1901,1289,1089,1796
29-01-2020,15 - 16,20238,20535,10598,2987,1892,1299,1106,1779
29-01-2020,16 - 17,20695,20889,10783,3031,1968,1310,1105,1831
29-01-2020,17 - 18,20718,21329,10790,3305,2146,1284,1091,1831
29-01-2020,18 - 19,20454,20868,10817,3198,2100,1249,1047,1781
29-01-2020,19 - 20,20238,20302,10646,3016,1983,1222,1006,1720
29-01-2020,20 - 21,19928,19547,10191,2870,1840,1164,942,1619
29-01-2020,21 - 22,19480,18602,10243,2767,1703,1071,856,1464
29-01-2020,22 - 23,18809,17454,10033,2615,1561,983,774,1321
29-01-2020,23 - 00,17952,16425,9618,2459,1446,927,711,1230
30-01-2020,00 - 01,16976,15875,8636,2168,1313,897,685,1200
30-01-2020,01 - 02,16669,15578,8498,2118,1243,881,674,1184
30-01-2020,02 - 03,16524,15516,8476,2164,1233,878,667,1176
30-01-2020,03 - 04,16525,15565,8515,2193,1293,886,677,1194
30-01-2020,04 - 05,16675,15861,8795,2247,1319,931,716,1260
30-01-2020,05 - 06,17164,16759,9351,2398,1415,1065,832,1477
30-01-2020,06 - 07,18577,18788,9702,2721,1639,1210,979,1695
30-01-2020,07 - 08,20050,20549,9828,3146,1902,1308,1076,1814
30-01-2020,08 - 09,20609,20805,9793,3279,1955,1332,1107,1870
30-01-2020,09 - 10,20535,20751,9791,3256,1947,1328,1107,1864
30-01-2020,10 - 11,20499,20808,9803,3294,1949,1322,1094,1847
30-01-2020,11 - 12,20336,20716,9746,3259,1940,1311,1062,1818
30-01-2020,12 - 13,20133,20578,9668,3174,1930,1321,1083,1821
30-01-2020,13 - 14,20107,20433,9673,3197,1900,1304,1077,1795
30-01-2020,14 - 15,20265,20357,9678,3134,1860,1306,1076,1789
30-01-2020,15 - 16,20459,20525,9736,3069,1837,1309,1085,1774
30-01-2020,16 - 17,20754,20834,9871,3101,1918,1317,1097,1810
30-01-2020,17 - 18,20695,21281,9843,3331,2097,1290,1086,1812
30-01-2020,18 - 19,20437,20848,9801,3160,2033,1252,1060,1762
30-01-2020,19 - 20,20192,20332,9666,2956,1897,1221,1008,1698
30-01-2020,20 - 21,20000,19649,9327,2800,1765,1168,954,1589
30-01-2020,21 - 22,19315,18758,9362,2720,1640,1079,876,1437
30-01-2020,22 - 23,18493,17693,9200,2550,1516,978,792,1297
30-01-2020,23 - 00,17851,16735,8824,2380,1395,918,726,1248
31-01-2020,00 - 01,17472,16476,8638,2219,1305,896,696,1179
31-01-2020,01 - 02,17144,16204,8490,2180,1254,887,694,1157
31-01-2020,02 - 03,16892,16115,8458,2164,1230,883,697,1149
31-01-2020,03 - 04,16907,16159,8515,2185,1239,893,716,1165
31-01-2020,04 - 05,17097,16423,8780,2229,1266,939,748,1236
31-01-2020,05 - 06,17570,17247,9329,2389,1339,1077,855,1457
31-01-2020,06 - 07,18773,19164,9647,2716,1538,1218,1000,1669
31-01-2020,07 - 08,20249,20764,9793,3127,1800,1307,1081,1796
31-01-2020,08 - 09,20775,20994,9768,3268,1899,1325,1110,1841
31-01-2020,09 - 10,20646,20957,9768,3200,1926,1321,1106,1835
31-01-2020,10 - 11,20572,20977,9768,3208,1941,1307,1115,1817
31-01-2020,11 - 12,20363,20821,9744,3127,1915,1296,1090,1789
31-01-2020,12 - 13,20231,20598,9695,2984,1869,1308,1084,1793
31-01-2020,13 - 14,20133,20296,9673,2903,1828,1288,1089,1766
31-01-2020,14 - 15,20179,20059,9677,2773,1790,1291,1079,1737
31-01-2020,15 - 16,20248,20013,9736,2744,1795,1284,1084,1694
31-01-2020,16 - 17,20510,20269,9866,2811,1896,1291,1113,1741
31-01-2020,17 - 18,20630,20645,9859,3068,2045,1271,1086,1720
31-01-2020,18 - 19,20395,20241,9881,2945,1981,1239,1048,1669
31-01-2020,19 - 20,19970,19540,9741,2744,1826,1211,1006,1605
31-01-2020,20 - 21,19446,18692,9410,2572,1698,1156,946,1517
31-01-2020,21 - 22,18865,17910,9436,2402,1579,1072,866,1424
31-01-2020,22 - 23,18311,17151,9267,2258,1472,979,786,1313
31-01-2020,23 - 00,17768,16388,9956,2108,1387,926,717,1232
1/2/2020,00 - 01,16867,15761,10083,1985,1265,927,672,1151
1/2/2020,01 - 02,16602,15415,9887,2035,1206,905,658,1126
1/2/2020,02 - 03,16402,15198,9796,1990,1184,896,649,1113
1/2/2020,03 - 04,16243,15099,9801,1972,1196,902,651,1113
1/2/2020,04 - 05,16179,15123,9914,2014,1193,912,667,1137
1/2/2020,05 - 06,16260,15264,10182,2042,1217,945,714,1211
1/2/2020,06 - 07,16550,15730,10294,2099,1281,996,772,1307
1/2/2020,07 - 08,17108,16297,10511,2311,1370,1069,820,1398
1/2/2020,08 - 09,17720,16886,10607,2524,1483,1119,896,1505
1/2/2020,09 - 10,18341,17485,10701,2627,1583,1144,921,1575
1/2/2020,10 - 11,18692,17815,10741,2651,1648,1152,936,1592
1/2/2020,11 - 12,18739,17833,10733,2621,1658,1148,927,1593
1/2/2020,12 - 13,18553,17686,10724,2609,1636,1145,926,1584
1/2/2020,13 - 14,18338,17443,10722,2612,1629,1137,920,1552
1/2/2020,14 - 15,18197,17261,10799,2584,1609,1137,915,1529
1/2/2020,15 - 16,18298,17292,11039,2531,1603,1184,933,1541
1/2/2020,16 - 17,18716,17888,11373,2586,1686,1203,968,1611
1/2/2020,17 - 18,18910,18462,11497,2854,1830,1180,978,1616
1/2/2020,18 - 19,18780,18255,11380,2805,1823,1163,942,1573
1/2/2020,19 - 20,18390,17717,11001,2619,1709,1126,913,1522
1/2/2020,20 - 21,17933,17098,10547,2500,1595,1081,873,1446
1/2/2020,21 - 22,17459,16478,10676,2397,1533,1022,808,1343
1/2/2020,22 - 23,17095,15887,10481,2279,1454,965,746,1240
1/2/2020,23 - 00,16746,15315,10055,2151,1396,916,686,1152
2/2/2020,00 - 01,16165,14757,8963,1986,1305,870,657,1107
2/2/2020,01 - 02,15969,14524,8792,1882,1231,862,635,1072
2/2/2020,02 - 03,15879,14408,8719,1874,1184,844,625,1063
2/2/2020,03 - 04,15881,14379,8653,1867,1159,849,625,1062
2/2/2020,04 - 05,15937,14465,8791,1895,1160,864,644,1089
2/2/2020,05 - 06,15993,14696,8840,1930,1193,913,674,1148
2/2/2020,06 - 07,16249,15216,8902,2011,1247,953,732,1225
2/2/2020,07 - 08,16620,15807,9113,2193,1349,1003,768,1302
2/2/2020,08 - 09,17098,16470,9192,2369,1461,1048,817,1399
2/2/2020,09 - 10,17611,17247,9315,2475,1549,1097,879,1470
2/2/2020,10 - 11,17998,17695,9313,2467,1608,1108,891,1503
2/2/2020,11 - 12,18124,17717,9292,2430,1618,1106,892,1506
2/2/2020,12 - 13,18102,17545,9120,2396,1605,1094,890,1502
2/2/2020,13 - 14,18118,17326,9022,2356,1590,1085,896,1484
2/2/2020,14 - 15,18145,17277,8950,2324,1584,1096,898,1470
2/2/2020,15 - 16,18417,17653,9143,2317,1599,1136,917,1493
2/2/2020,16 - 17,18813,18533,9270,2421,1672,1176,967,1584
2/2/2020,17 - 18,18948,19518,9390,2754,1849,1160,975,1616
2/2/2020,18 - 19,18774,19647,9397,2795,1911,1141,947,1587
2/2/2020,19 - 20,18600,19304,9141,2584,1753,1113,919,1525
2/2/2020,20 - 21,18496,18787,8788,2417,1640,1060,878,1435
2/2/2020,21 - 22,18294,18118,8979,2284,1538,992,804,1308
2/2/2020,22 - 23,17881,17387,8865,2148,1420,932,744,1191
2/2/2020,23 - 00,17293,16746,8642,2058,1326,888,674,1132
3/2/2020,00 - 01,16977,16349,8094,1973,1228,904,644,1102
3/2/2020,01 - 02,16674,16182,7947,1932,1167,889,627,1086
3/2/2020,02 - 03,16549,16209,7940,1933,1139,883,621,1085
3/2/2020,03 - 04,16605,16390,8074,1944,1186,896,640,1104
3/2/2020,04 - 05,16812,16748,8504,1984,1236,935,683,1177
3/2/2020,05 - 06,17309,17726,9389,2159,1345,1069,817,1421
3/2/2020,06 - 07,18671,19838,9933,2603,1573,1207,927,1648
3/2/2020,07 - 08,20174,21632,10202,3071,1818,1285,1030,1791
3/2/2020,08 - 09,20713,21962,10151,3128,1894,1316,1077,1856
3/2/2020,09 - 10,20633,21884,10120,3059,1900,1314,1090,1863
3/2/2020,10 - 11,20524,21791,10056,3062,1917,1300,1074,1861
3/2/2020,11 - 12,20395,21332,9881,3025,1899,1298,1047,1827
3/2/2020,12 - 13,20201,20899,9659,2997,1888,1289,1066,1833
3/2/2020,13 - 14,20117,20658,9552,3024,1884,1286,1067,1808
3/2/2020,14 - 15,20200,20669,9560,2871,1873,1277,1067,1793
3/2/2020,15 - 16,20471,21046,9725,2658,1865,1284,1069,1740
3/2/2020,16 - 17,20831,21583,10131,2683,1911,1295,1081,1769
3/2/2020,17 - 18,20828,22378,10293,2932,2052,1282,1063,1777
3/2/2020,18 - 19,20567,22180,10334,2799,2004,1239,1032,1726
3/2/2020,19 - 20,20375,21728,10149,2565,1854,1198,988,1659
3/2/2020,20 - 21,20122,21106,9680,2424,1728,1143,949,1552
3/2/2020,21 - 22,19744,20298,9746,2307,1596,1070,855,1421
3/2/2020,22 - 23,19146,19281,9522,2122,1429,994,778,1288
3/2/2020,23 - 00,18301,18376,9095,1978,1291,940,728,1207
4/2/2020,00 - 01,17779,17697,8758,1883,1246,869,685,1119
4/2/2020,01 - 02,17404,17425,8620,1749,1239,849,672,1098
4/2/2020,02 - 03,17291,17372,8632,1731,1204,834,660,1091
4/2/2020,03 - 04,17246,17452,8797,1796,1200,834,660,1101
4/2/2020,04 - 05,17412,17746,9251,1871,1226,915,699,1171
4/2/2020,05 - 06,17901,18614,10188,2081,1347,1055,820,1410
4/2/2020,06 - 07,19256,20596,10806,2515,1585,1205,973,1620
4/2/2020,07 - 08,20794,22275,11105,3025,1829,1293,1065,1759
4/2/2020,08 - 09,21264,22500,11138,2987,1885,1306,1094,1811
4/2/2020,09 - 10,21240,22404,11131,3050,1935,1310,1096,1807
4/2/2020,10 - 11,21154,22400,10980,3163,1953,1294,1086,1813
4/2/2020,11 - 12,20864,22205,10695,3128,1912,1282,1064,1779
4/2/2020,12 - 13,20859,21992,10388,3045,1873,1294,1108,1805
4/2/2020,13 - 14,20859,21795,10274,3047,1878,1277,1088,1788
4/2/2020,14 - 15,21019,21684,10316,3076,1913,1279,1087,1764
4/2/2020,15 - 16,21247,21881,10606,2974,1922,1270,1090,1736
4/2/2020,16 - 17,21540,22198,11064,2956,1960,1305,1108,1759
4/2/2020,17 - 18,21522,22822,11239,3204,2126,1292,1103,1767
4/2/2020,18 - 19,21138,22500,11263,3142,2073,1256,1055,1712
4/2/2020,19 - 20,20853,22036,11045,2946,1917,1212,981,1655
4/2/2020,20 - 21,20571,21398,10526,2770,1781,1165,946,1546
4/2/2020,21 - 22,20152,20563,10565,2645,1678,1088,864,1394
4/2/2020,22 - 23,19546,19543,10316,2501,1541,995,787,1265
4/2/2020,23 - 00,18796,18630,11520,2311,1422,943,733,1190
5/2/2020,00 - 01,18187,17741,9404,2199,1330,911,685,1158
5/2/2020,01 - 02,17802,17522,9236,2157,1293,902,667,1135
5/2/2020,02 - 03,17658,17484,9185,2169,1279,885,663,1131
5/2/2020,03 - 04,17632,17579,9289,2160,1286,899,670,1149
5/2/2020,04 - 05,17721,17872,9670,2159,1312,940,714,1229
5/2/2020,05 - 06,18201,18731,10541,2338,1432,1080,841,1457
5/2/2020,06 - 07,19570,20667,11060,2706,1693,1211,984,1664
5/2/2020,07 - 08,21023,22265,11242,3118,1956,1294,1054,1778
5/2/2020,08 - 09,21381,22446,11136,3222,2035,1323,1100,1835
5/2/2020,09 - 10,21216,22290,11065,3201,2039,1320,1110,1837
5/2/2020,10 - 11,21096,22107,10945,3131,2011,1298,1099,1825
5/2/2020,11 - 12,20870,21674,10746,3035,1963,1287,1078,1795
5/2/2020,12 - 13,20672,21276,10464,2962,1927,1304,1092,1807
5/2/2020,13 - 14,20502,21027,10353,2999,1917,1278,1091,1784
5/2/2020,14 - 15,20563,20913,10346,2980,1892,1278,1098,1762
5/2/2020,15 - 16,20770,21115,10529,2941,1868,1274,1094,1752
5/2/2020,16 - 17,21174,21501,10840,3018,1927,1297,1100,1767
5/2/2020,17 - 18,21180,22140,10878,3298,2109,1283,1106,1786
5/2/2020,18 - 19,20898,21811,10837,3254,2105,1245,1060,1741
5/2/2020,19 - 20,20671,21242,10567,3087,1980,1210,1036,1672
5/2/2020,20 - 21,20349,20499,9999,2916,1815,1165,982,1577
5/2/2020,21 - 22,19862,19577,10009,2766,1696,1082,876,1425
5/2/2020,22 - 23,19130,18521,9739,2617,1549,987,812,1297
5/2/2020,23 - 00,18231,17561,9228,2432,1439,935,760,1219
6/2/2020,00 - 01,17145,16827,8646,2290,1363,930,677,1160
6/2/2020,01 - 02,16753,16546,8502,2222,1310,918,663,1135
6/2/2020,02 - 03,16571,16474,8500,2224,1279,914,657,1138
6/2/2020,03 - 04,16601,16511,8658,2206,1300,928,669,1153
6/2/2020,04 - 05,16773,16787,9146,2236,1317,976,714,1228
6/2/2020,05 - 06,17228,17646,10076,2383,1381,1114,840,1446
6/2/2020,06 - 07,18634,19580,10670,2773,1620,1252,998,1658
6/2/2020,07 - 08,20090,21164,10897,3171,1903,1330,1076,1787
6/2/2020,08 - 09,20508,21357,10842,3277,2000,1341,1108,1839
6/2/2020,09 - 10,20287,21256,10784,3232,2024,1341,1114,1830
6/2/2020,10 - 11,20129,21235,10614,3225,1982,1330,1104,1821
6/2/2020,11 - 12,19870,21020,10334,3190,1991,1313,1088,1786
6/2/2020,12 - 13,19574,20737,10111,3079,1983,1326,1096,1796
6/2/2020,13 - 14,19475,20555,9998,3089,1950,1306,1056,1773
6/2/2020,14 - 15,19575,20421,9975,3107,1925,1299,1063,1759
6/2/2020,15 - 16,19629,20610,10182,2968,1890,1301,1101,1743
6/2/2020,16 - 17,19792,20964,10622,3003,1940,1324,1116,1774
6/2/2020,17 - 18,19726,21623,10791,3199,2089,1311,1079,1796
6/2/2020,18 - 19,19392,21421,10799,3091,2072,1274,1044,1751
6/2/2020,19 - 20,19088,20964,10576,2911,1975,1240,1004,1684
6/2/2020,20 - 21,18824,20364,10078,2750,1854,1187,920,1587
6/2/2020,21 - 22,18483,19564,10162,2622,1726,1103,868,1431
6/2/2020,22 - 23,17931,18598,9982,2440,1587,1005,794,1304
6/2/2020,23 - 00,17205,17726,9562,2216,1449,949,726,1206
7/2/2020,00 - 01,16890,17192,9189,2086,1312,913,681,1174
7/2/2020,01 - 02,16634,16974,9039,2015,1249,904,681,1154
7/2/2020,02 - 03,16376,16923,9025,2002,1217,896,696,1148
7/2/2020,03 - 04,16355,16990,9153,2055,1235,911,720,1163
7/2/2020,04 - 05,16522,17264,9613,2085,1288,959,737,1235
7/2/2020,05 - 06,16993,18085,10493,2193,1403,1095,855,1445
7/2/2020,06 - 07,18199,19992,11014,2571,1627,1234,976,1661
7/2/2020,07 - 08,19753,21470,11216,2989,1868,1319,1055,1791
7/2/2020,08 - 09,20209,21639,11101,3105,1970,1344,1106,1843
7/2/2020,09 - 10,20089,21499,11006,3063,2014,1330,1100,1832
7/2/2020,10 - 11,20008,21301,10849,3071,2041,1301,1099,1816
7/2/2020,11 - 12,19833,20884,10633,3043,2019,1296,1068,1786
7/2/2020,12 - 13,19671,20375,10478,2939,1994,1313,1085,1796
7/2/2020,13 - 14,19449,19867,10385,2887,1958,1292,1062,1766
7/2/2020,14 - 15,19383,19585,10352,2795,1916,1289,1063,1736
7/2/2020,15 - 16,19428,19596,10401,2721,1901,1300,1061,1712
7/2/2020,16 - 17,19660,20045,10611,2774,1953,1331,1069,1747
7/2/2020,17 - 18,19851,20767,10536,2984,2099,1326,1063,1765
7/2/2020,18 - 19,19678,20531,10477,3014,2124,1285,1036,1709
7/2/2020,19 - 20,19267,19837,10187,2731,1954,1253,1010,1649
7/2/2020,20 - 21,18789,18978,9614,2561,1792,1199,930,1554
7/2/2020,21 - 22,18194,18168,9629,2446,1682,1119,872,1422
7/2/2020,22 - 23,17622,17382,9357,2317,1582,1025,799,1311
7/2/2020,23 - 00,17113,16617,9197,2183,1491,974,732,1218
8/2/2020,00 - 01,16824,16166,9041,1999,1375,909,674,1152
8/2/2020,01 - 02,16575,15889,8831,1976,1306,892,677,1121
8/2/2020,02 - 03,16344,15738,8707,1930,1275,885,648,1112
8/2/2020,03 - 04,16201,15739,8690,1916,1270,878,652,1115
8/2/2020,04 - 05,16155,15835,8782,1960,1280,891,668,1141
8/2/2020,05 - 06,16295,16072,8929,2051,1300,928,713,1223
8/2/2020,06 - 07,16630,16623,9018,2154,1359,974,766,1308
8/2/2020,07 - 08,17213,17224,9171,2333,1471,1040,824,1404
8/2/2020,08 - 09,17821,17845,9231,2488,1588,1105,874,1498
8/2/2020,09 - 10,18422,18448,9380,2550,1693,1134,911,1551
8/2/2020,10 - 11,18763,18708,9340,2563,1746,1143,926,1568
8/2/2020,11 - 12,18794,18645,9234,2527,1735,1142,929,1561
8/2/2020,12 - 13,18624,18396,9124,2478,1707,1142,929,1542
8/2/2020,13 - 14,18474,18149,9105,2448,1685,1120,927,1515
8/2/2020,14 - 15,18387,17990,9104,2424,1668,1118,931,1498
8/2/2020,15 - 16,18504,18005,9387,2416,1672,1155,947,1510
8/2/2020,16 - 17,18841,18632,9630,2529,1721,1188,967,1582
8/2/2020,17 - 18,19067,19431,9745,2770,1855,1177,960,1617
8/2/2020,18 - 19,18892,19412,9676,2736,1949,1149,946,1576
8/2/2020,19 - 20,18520,18907,9347,2555,1789,1106,910,1524
8/2/2020,20 - 21,18125,18308,8926,2416,1670,1070,869,1438
8/2/2020,21 - 22,17609,17667,9089,2273,1591,1021,799,1318
8/2/2020,22 - 23,17180,17045,8930,2145,1524,961,741,1218
8/2/2020,23 - 00,16750,16430,8909,2018,1435,915,694,1145
9/2/2020,00 - 01,16229,15891,8544,1950,1347,880,662,1121
9/2/2020,01 - 02,16007,15568,8337,1911,1293,865,640,1094
9/2/2020,02 - 03,15887,15386,8229,1942,1272,845,633,1075
9/2/2020,03 - 04,15916,15317,8201,1969,1267,846,636,1072
9/2/2020,04 - 05,15945,15356,8289,2019,1272,862,652,1096
9/2/2020,05 - 06,16017,15534,8441,2051,1317,902,695,1161
9/2/2020,06 - 07,16275,15993,8552,2164,1376,946,757,1235
9/2/2020,07 - 08,16647,16470,8716,2309,1408,993,795,1313
9/2/2020,08 - 09,17163,16994,8782,2495,1500,1054,849,1409
9/2/2020,09 - 10,17671,17590,8937,2584,1613,1089,879,1465
9/2/2020,10 - 11,18109,17865,8958,2609,1699,1103,889,1490
9/2/2020,11 - 12,18317,17941,8932,2677,1727,1109,892,1489
9/2/2020,12 - 13,18324,17846,8850,2592,1735,1098,891,1474
9/2/2020,13 - 14,18361,17707,8838,2587,1737,1092,889,1459
9/2/2020,14 - 15,18404,17612,8826,2590,1741,1101,903,1447
9/2/2020,15 - 16,18682,17759,9065,2633,1748,1137,950,1456
9/2/2020,16 - 17,19091,18279,9261,2669,1788,1181,978,1543
9/2/2020,17 - 18,19325,18980,9370,2981,1924,1172,978,1617
9/2/2020,18 - 19,19122,18970,9331,2870,1973,1156,950,1595
9/2/2020,19 - 20,18921,18579,9019,2708,1823,1125,923,1543
9/2/2020,20 - 21,18727,18010,8620,2607,1726,1077,876,1455
9/2/2020,21 - 22,18455,17266,8779,2510,1636,1012,810,1318
9/2/2020,22 - 23,17933,16471,8624,2471,1529,941,740,1198
9/2/2020,23 - 00,17266,15759,8308,2376,1433,905,690,1106
10/2/2020,00 - 01,16073,15134,7843,2173,1335,942,650,1124
10/2/2020,01 - 02,15764,14900,7680,2075,1283,938,633,1091
10/2/2020,02 - 03,15652,14816,7652,2043,1266,926,631,1088
10/2/2020,03 - 04,15684,14909,7752,2068,1257,941,645,1109
10/2/2020,04 - 05,15875,15187,8165,2175,1277,990,689,1201
10/2/2020,05 - 06,16386,16120,8976,2283,1389,1122,805,1423
10/2/2020,06 - 07,17720,18153,9458,2681,1605,1265,929,1639
10/2/2020,07 - 08,19231,19841,9619,3053,1780,1340,1027,1754
10/2/2020,08 - 09,19765,20128,9570,3236,1886,1357,1067,1801
10/2/2020,09 - 10,19814,20191,9541,3194,1956,1346,1078,1810
10/2/2020,10 - 11,19692,20202,9550,3238,1993,1328,1057,1821
10/2/2020,11 - 12,19431,20144,9546,3242,1985,1311,1031,1781
10/2/2020,12 - 13,19370,19954,9499,3171,1971,1327,1067,1804
10/2/2020,13 - 14,19377,19842,9444,3142,1955,1298,1069,1786
10/2/2020,14 - 15,19497,19807,9408,3069,1911,1285,1064,1760
10/2/2020,15 - 16,19749,19939,9425,2956,1852,1279,1065,1740
10/2/2020,16 - 17,20016,20219,9622,2898,1841,1311,1072,1751
10/2/2020,17 - 18,19977,20847,9577,3156,2014,1301,1056,1768
10/2/2020,18 - 19,19698,20639,9565,3194,2071,1269,1014,1712
10/2/2020,19 - 20,19485,20184,9326,3043,1950,1243,973,1655
10/2/2020,20 - 21,19205,19574,8827,2921,1815,1185,935,1548
10/2/2020,21 - 22,18802,18778,8851,2804,1699,1105,846,1398
10/2/2020,22 - 23,18227,17790,8592,2676,1579,1029,775,1272
10/2/2020,23 - 00,17460,16906,8172,2538,1462,965,711,1200
