Wind power DK prognosis in MWh,,,
Data was last updated 09-02-2020,,,
,Hours,DK1,DK2
8/2/2020,15 - 16,2429,346
8/2/2020,16 - 17,2296,355
8/2/2020,17 - 18,2108,383
8/2/2020,18 - 19,2013,439
8/2/2020,19 - 20,1983,470
8/2/2020,20 - 21,2079,490
8/2/2020,21 - 22,2242,547
8/2/2020,22 - 23,2352,568
8/2/2020,23 - 00,2384,514
9/2/2020,00 - 01,2659,461
9/2/2020,01 - 02,2783,423
9/2/2020,02 - 03,3065,420
9/2/2020,03 - 04,3278,446
9/2/2020,04 - 05,3509,501
9/2/2020,05 - 06,3630,564
9/2/2020,06 - 07,3728,663
9/2/2020,07 - 08,3823,761
9/2/2020,08 - 09,3846,840
9/2/2020,09 - 10,3830,932
9/2/2020,10 - 11,3771,978
9/2/2020,11 - 12,3842,1025
9/2/2020,12 - 13,3705,1036
9/2/2020,13 - 14,3598,1041
9/2/2020,14 - 15,3595,1049
9/2/2020,15 - 16,3434,1011
9/2/2020,16 - 17,3353,992
9/2/2020,17 - 18,3071,964
9/2/2020,18 - 19,2953,927
9/2/2020,19 - 20,3119,919
9/2/2020,20 - 21,3470,926
9/2/2020,21 - 22,3738,963
9/2/2020,22 - 23,3901,1001
9/2/2020,23 - 00,3998,1003
10/2/2020,00 - 01,3865,998
10/2/2020,01 - 02,3711,979
10/2/2020,02 - 03,3892,1003
10/2/2020,03 - 04,3873,985
10/2/2020,04 - 05,3977,978
10/2/2020,05 - 06,3895,950
10/2/2020,06 - 07,3873,934
10/2/2020,07 - 08,3913,938
10/2/2020,08 - 09,3937,951
10/2/2020,09 - 10,4071,988
10/2/2020,10 - 11,4113,1011
10/2/2020,11 - 12,4159,1040
10/2/2020,12 - 13,4099,1039
10/2/2020,13 - 14,4072,1040
10/2/2020,14 - 15,4138,1054
10/2/2020,15 - 16,4074,1024
10/2/2020,16 - 17,4158,1023
10/2/2020,17 - 18,4137,1019
10/2/2020,18 - 19,4057,1002
10/2/2020,19 - 20,3959,990
10/2/2020,20 - 21,3829,973
10/2/2020,21 - 22,3694,948
10/2/2020,22 - 23,3611,917
10/2/2020,23 - 00,3574,907
